row_id,word_5,word_4,word_3,word_2,word_1,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,cit,book_no,uri_other,word_start,word_end,extend,new_uri
48.49,ان,الهمداني,احمد,بن,الحسن,0449AbuCalaMacarri.RisalatSahilWaShajih,0845Maqrizi.KhabarCanBashar,0930IbnIyas.NuzhatUmam,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,,,,,,
478.479,الاسكندريه,واما,صفوان,بن,الحسن,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
1000,من,اليك,ادني,الموت,الحسين,0157AbuMikhnafAzdi.MaqtalHusayn',0157AbuMikhnafAzdi.WaqcatTaff,0314IbnActhamKufi.Futuh,0413ShaykhMufid.Irshad,,,,,,,,,,,,,,,,,,
1363.1364,الله,اصلحك,سل,للفضل,الحضرمي,0733Nuwayri.NihayatArab,0544QadiCiyad.TartibMadarik,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,
1351.1352,وقاص,ابي,بن,بسعد,الحق,0310Tabari.Tarikh,0634AbuRabicHimyari.Iktifa,0774IbnKathir.Bidaya,,,,,,,,,,,,,,,,,,,
1365.1366.1367,له,فقال,السلام,بمدينه,الحق,0544QadiCiyad.TartibMadarik,0748Dhahabi.TarikhIslam,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,
612.613.614,خليفه,بن,احمد,الفاضل,الحكيم,0600PseudoMascudi.AkhbarZaman,0733Nuwayri.NihayatArab,0275AnonTranslator.HayatFithaghuras,0687Shahrazuri.NuzhatArwah,,,,,,,,,,,,,,,,,,
1376,اصحابنا,جعل,الذي,الله,الحمد,0654SibtIbnJawzi.MiratZaman,,,,,,,,,,,,,,,,,,,,,
1005.1006,المنه,كفانا,الذي,لله,الحمد,0499MurshidYahyaIbnShajari.Amali,0571IbnCasakir.TarikhDimashq,,,,,,,,,,,,,,,,,,,,
496.497.498,بن,معاويه,وقال,لله,الحمد,0257IbnCabdHakam.FutuhMisr,0241IbnHanbal.Zuhd,,,,,,,,,,,,,,,,,,,,
342,وبها,مصر,صفه,في,الحوقلي,0367IbnHawqal.SuratArd,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
1251,العراق,اسواق,كل,افي,الخارجي,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,
1240,خان,مسرور,خان,والفنادق,الخانات,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,,,,,,,
1698,وكيف,ودياراتهم,كناسهم,عن,الخبر,0400IbnTahirMaqdisi.BadWaTarikh,,,,,,,,,,,,,,,,,,,,,
665,قولا,ذلك,في,والايعز,الخطا,0845Maqrizi.KhabarCanBashar,,,,,,,,,,,,,,,,,,,,,
1551.1552,ايام,يجلس,كان,انه,الخطيب,0681IbnKhallikan.WafayatAcyan,0764Safadi.WafiBiWafayat,0562Samcani.Ansab,0571IbnCasakir.TabyinKadhib,0748Dhahabi.TarikhIslam,,,,,,,,,,,,,,,,,
234.235,النيل,من,شقت,التي,الخلجان,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,0257IbnCabdHakam.FutuhMisr,0520IbnWalidTurtushi.SirajMuluk,,,,,,,,,,,,,,,,,,
1027.1028.1029,الوقت,هذا,في,تكون,الخليفه,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,
1027.1028.1029,وقته,في,ذلك,علمت,الخليفه,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,
1014,من,حضر,ثم,والوزير,الخليفه,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,,,,,,,,
1605,وهي,خانكاه,جمع,الخوانك,الخوانك,0465IbnHawazinQushayri.RisalaQushayriyya,,,,,,,,,,,,,,,,,,,,,
1194,القاهره,اشتملت,قد,والازقه,الدروب,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,,,
155,اهل,تسميها,التي,والكنوز,الدفان,0749IbnFadlAllahCumari.MasalikAbsar,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
478.479,والبلدان,الاهويه,في,ينظرون,الذين,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
1543,ابي,بن,علي,هو,الرافضه,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,,,,,,,,,,,,,,,,,
1615,وهو,رباط,جمع,الربط,الربط,0458IbnSidaMursi.MuhkamWaMuhit,,,,,,,,,,,,,,,,,,,,,
765.766,المره,في,قال,الذي,الرجل,0257IbnCabdHakam.FutuhMisr,0634AbuRabicHimyari.Iktifa,,,,,,,,,,,,,,,,,,,,
544,الفعل,هذا,قل,ثم,الرجل,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
765.766,القبط,فرغ,فلما,حق,الرجل,0257IbnCabdHakam.FutuhMisr,0634AbuRabicHimyari.Iktifa,,,,,,,,,,,,,,,,,,,,
1295,تاخذه,الانحا,زالت,ما,الرصافي,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,,,,,,,,
872.873,تاخذه,الانحال,زالت,ما,الرصافي,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,,,,,,,,
379,يطل,شرف,المكان,هذا,الرصد,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,,,,,,,,
2.3,عاده,ان,اعلم,الثمانيه,الروس,0845Maqrizi.DurarCuqud,0845Maqrizi.MusawwadatMawaciz,0356AbuCaliQali.AmaliFiLugha,,,,,,,,,,,,,,,,,,,
1328,تطلق,الروضه,ان,اعلم,الروضه,0128IbnAbiHabibMisri.AhadithYazid,0347IbnYunusSadafi.Tarikh,,,,,,,,,,,,,,,,,,,,
875.876,بن,احمد,الدين,شهاب,الريس,0626YaqutHamawi.MucjamUdaba,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,,,,,,,
215.216,بن,علي,الدين,علا,الريس,0428IbnSina.QanunFiTibb,0696AshrafIbnYusufTurkumani.Muctamid,0750IbnQasimKilani.SharhFusulAbuqrat,,,,,,,,,,,,,,,,,,,
735.736,نفسي,الله,اهب,اني,الزبير,0257IbnCabdHakam.FutuhMisr,0634AbuRabicHimyari.Iktifa,,,,,,,,,,,,,,,,,,,,
298.299.300,الفا,عشر,اثني,علي,الزهري,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,0662HusaynIbnBadrDin.ShifaUwam,,,,,,,,,,,,,,,,,,
94.95.96.97,ولدت,لما,انس,عن,الزهري,0257IbnCabdHakam.FutuhMisr,0717CabbasSafadi.NuzhatMalikWaMamluk,0327AbuBakrKharaiti.IctilalQulub,,,,,,,,,,,,,,,,,,,
296.297,المحرم,في,ذلك,وكان,الزهري,0230IbnSacd.TabaqatKubra,0450AbuHasanMawardi.AhkamSultaniyya,0733Nuwayri.NihayatArab,0789IbnMuhammadKhuzaci.TakhrijDalalat,,,,,,,,,,,,,,,,,,
117.118.119,من,واكثرت,الملك,مع,الزواني,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,0600PseudoMascudi.AkhbarZaman,0736IbnDawadari.KanzDurar,,,,,,,,,,,,,,,,,,
1618,الزاويه,هذه,الدمياطي,زاويه,الزوايا,0739ShamsDinJazari.HawadithZaman,,,,,,,,,,,,,,,,,,,,,
1577.1578,منها,قصيده,ايضا,الوراق,السراج,0692IbnCabdZahir.RawdZahir,0725BaybarsMansuri.ZubdatFikra,0807IbnFurat.TarikhDuwal,,,,,,,,,,,,,,,,,,,
1007,بن,الحسين,قتل,لما,السري,0845Maqrizi.ItticazHunafa,0845Maqrizi.MusawwadatMawaciz,0845Maqrizi.MusawwadatMawaciz',,,,,,,,,,,,,,,,,,,
1474,جعلت,لا,والله,لا,السلطان,0845Maqrizi.Suluk,,,,,,,,,,,,,,,,,,,,,
1486,عشره,خمس,الله,لعنه,السلطان,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat',,,,,,,,,,,,,,,,,,,,
1373,الدين,تاج,القضاه,لقاضي,السلطان,0692IbnCabdZahir.RawdZahir,,,,,,,,,,,,,,,,,,,,,
1373,المسعودي,الدين,صارم,للامير,السلطان,0692IbnCabdZahir.RawdZahir,,,,,,,,,,,,,,,,,,,,,
1219,هلا,احضر,الوزير,للجمالي,السلطان,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat,,,,,,,,,,,,,,,,,,,,
653.654,رمسيس,وحوف,الفيوم,هي,الشارح,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,,,,,,,,
1251,العراق,اسواق,كل,افي,الشاعر,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,
62.63,وجاعل,تعالي,الله,يصف,الشاعر,0400IbnTahirMaqdisi.BadWaTarikh,0449AbuCalaMacarri.RisalatSahilWaShajih,0255Jahiz.Hayawan,,,,,,,,,,,,,,,,,,,
564,حتي,وحملته,الشيخ,فاخذت,الشرفي,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,,
1236,القاضي,عن,الجواني,اسعد,الشريف,0692IbnCabdZahir.RawdaBahiyya,,,,,,,,,,,,,,,,,,,,,
1655,الدين,شرف,النسابه,النقيب,الشريف,0479MurshidYahyaJurjani.AmaliIthnayniyya,,,,,,,,,,,,,,,,,,,,,
531.780.781.782.1365.1366.1367.1414.1458.1598.1626.1678,الجواني,اسعد,بن,محمد,الشريف,0207Waqidi.Maghazi,0257IbnCabdHakam.FutuhMisr,0346Mascudi.TanbihWaIshraf,0487AbuCubaydBakri.MasalikWaMamalik,0544QadiCiyad.TartibMadarik,0748Dhahabi.TarikhIslam,0845Maqrizi.Muqaffa,0350MuhammadKindi.FadailMisr,0692IbnCabdZahir.RawdaBahiyya,0458IbnSidaMursi.MuhkamWaMuhit,0350MuhammadKindi.WulatMisr,0889IbnAhmadSakhawi.TuhfatAhbab,,,,,,,,,,
1444.1445,صلي,الله,لرسول,اذن,الشعبي,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,,,,,,,,,,,,,,,,,
1627.1628,النسا,ولد,ما,والله,الشعبي,0748Dhahabi.SiyarAclamNubala',0748Dhahabi.TadhhibTahdhib,0748Dhahabi.TarikhIslam',0571IbnCasakir.TarikhDimashq,,,,,,,,,,,,,,,,,,
168.169,فقالت,بالباديه,لاحق,انا,الشقا,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,,,,
217.218.219.220,الله,فضل,بن,احمد,الشهاب,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,0850ShihabDinIbshihi.Mustatraf,0613CaliIbnZafir.GharaibTanbihat,0528HakamIbnAbiSalt.Diwan,0681IbnKhallikan.WafayatAcyan,,,,,,,,,,,,,,,,
1491,حامد,ابو,الدين,بها,الشيخ,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,,,
1577.1578,بن,يوسف,الدين,جمال,الشيخ,0692IbnCabdZahir.RawdZahir,0725BaybarsMansuri.ZubdatFikra,0807IbnFurat.TarikhDuwal,,,,,,,,,,,,,,,,,,,
1606,حفص,ابو,الدين,شهاب,الشيخ,0465IbnHawazinQushayri.RisalaQushayriyya,,,,,,,,,,,,,,,,,,,,,
1606,بن,محمد,الدين,فتح,الشيخ,0465IbnHawazinQushayri.RisalaQushayriyya,,,,,,,,,,,,,,,,,,,,,
1682,كتابه,في,الازهري,محمد,الشيخ,0696SharafDinBusiri.Diwan,,,,,,,,,,,,,,,,,,,,,
564,بي,ويطلع,يحملني,من,الشيخ,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,,
598.599,اسرايل,بن,الدين,نجم,الشيخ,0733Nuwayri.NihayatArab,0845Maqrizi.Suluk,0654SibtIbnJawzi.MiratZaman,0809IbnDuqmaq.NuzhatAnam,,,,,,,,,,,,,,,,,,
1526,ما,فقال,المساجد,علي,الصحابه,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,,,,,,,,
1526,كافور,الاستاذ,فامر,والتفضيل,الصحابه,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,,,,,,,,
446.447.448,واسلافنا,احبارنا,من,عندنا,الصحيح,0573NashwanHimyari.KhulasatSiyar,0845Maqrizi.KhabarCanBashar,0213IbnHisham.Tijan,,,,,,,,,,,,,,,,,,,
1338.1339,يكون,صناعه,تكين,فقال,الصناعه,0350MuhammadKindi.WulatMisr,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,,
945,يدي,بين,وتقرر,النزاريه,الطافه,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,,,,,,,
1168,قد,الممنين,امير,يا,الطبيب,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,,,,,,,
1471,الي,ليس,الشيطان,من,الطيره,0889IbnAhmadSakhawi.TuhfatAhbab,,,,,,,,,,,,,,,,,,,,,
1543,هريره,ابي,اتباع,والربوبديه,العباسيه,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,,,,,,,,,,,,,,,,,
1089.1090.1091,الجميل,بالصنع,المعترف,الذليل,العبد,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,,,,,,,
570,الله,شا,ما,الصالح,العبد,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,,,,,,,,
1251,المعلي,اكابن,الجارود,في,العبدي,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,
1543,عثمان,هو,اميه,وبنو,العثمانيه,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,,,,,,,,,,,,,,,,,
99.100.101,من,بمصر,كانت,التي,العجاب,0626YaqutHamawi.MucjamBuldan,0649MuhammadIdrisi.Anwar,0911Suyuti.HusnMuhadara,0930IbnIyas.BadaicZuhur,0814IbnZayyat.KawakibSayyara,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,
168.169,فقالت,بالشام,لاحق,انا,العقل,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,,,,
380,حيان,ابو,الدين,اثير,العلامه,0458IbnSidaMursi.IcrabQuran,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
1455.1593,بن,محمد,الدين,شمس,العلامه,0845Maqrizi.DurarCuqud,0845Maqrizi.Suluk,,,,,,,,,,,,,,,,,,,,
1221,بن,خليل,الدين,صلاح,العلامه,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat',,,,,,,,,,,,,,,,,,,,
343,اللطيف,عبد,الدين,موفق,العلامه,0385IbnNadim.Fihrist,,,,,,,,,,,,,,,,,,,,,
735.736,جماعه,قتل,نفسه,في,العلج,0257IbnCabdHakam.FutuhMisr,0634AbuRabicHimyari.Iktifa,,,,,,,,,,,,,,,,,,,,
1255,الفرج,ابي,بن,محمد,العماد,0665AbuShama.Rawdatayn,,,,,,,,,,,,,,,,,,,,,
1543,ثم,بالنص,علي,هو,الغلاه,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,,,,,,,,,,,,,,,,,
168.169,فقال,بمصر,لاحق,انا,الغني,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,,,,
1615,لزوم,من,ثان,هو,الفارسي,0458IbnSidaMursi.MuhkamWaMuhit,,,,,,,,,,,,,,,,,,,,,
992.993,بن,علي,بن,محمد,الفاضل,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,,,,,,,
523,مكه,اخبار,كتاب,في,الفاكهي,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
524,لهارون,كسوه,ايضا,ورايت,الفاكهي,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
1363.1364,في,تقول,ما,للحارث,الفضل,0733Nuwayri.NihayatArab,0544QadiCiyad.TartibMadarik,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,
565,بن,احمد,محمد,ابو,الفقيه,0420Musabbihi.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,,,,,,,
892,بن,الحسن,محمد,ابو,الفقيه,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,,,,,,,,
673,علي,محمد,ابو,الحافظ,الفقيه,0456IbnHazm.FisalFiMilal,,,,,,,,,,,,,,,,,,,,,
318,كتاب,في,الحسن,ابو,القاضي,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,,,
1026,قادوس,بن,الفتح,ابو,القاضي,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,,,,,,,,
1252.1253.1254,بن,يعقوب,يوسف,ابو,القاضي,0182AbuYusufYacqub.Kharaj,0182AbuYusufYacqub.Athar,,,,,,,,,,,,,,,,,,,,
345,الله,عبد,ابو,الجليل,القاضي,0565AbuHamidGharnati.TuhfatAlbab,,,,,,,,,,,,,,,,,,,,,
658,علي,الحسن,ابو,السعيد,القاضي,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
700,ذو,الثقات,ثقه,السعيد,القاضي,0440AbuRayhanBiruni.AtharBaqiya,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
221.222,تعالي,الله,رحمه,الفاضل,القاضي,0613CaliIbnZafir.BadaicBadaih,0613CaliIbnZafir.BadaicBadaih',0613CaliIbnZafir.GharaibTanbihat,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,
1256,البيساني,الرحيم,عبد,الفاضل,القاضي,0350Balawi.SiratAhmadIbnTulun,,,,,,,,,,,,,,,,,,,,,
1141,المتجددات,تعليق,في,الفاضل,القاضي,0588IbnMamun.AkhbarMisr,No Data,,,,,,,,,,,,,,,,,,,,
326,الحوادث,متجددات,في,الفاضل,القاضي,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,,,,,
214.290.692.944.957.958.1136.1245,سنه,متجددات,في,الفاضل,القاضي,0363QadiNucman.KitabHimma,0677IbnMuyassar.AkhbarMisr,0930IbnIyas.NuzhatUmam,0845Maqrizi.ItticazHunafa,0588IbnMamun.AkhbarMisr,No Data,0845Maqrizi.MusawwadatMawaciz,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.Suluk,,,,,,,,,,,,,
528,شهر,متجددات,في,الفاضل,القاضي,0900IbnCabdMuncimHimyari.RawdMictar,0928MujirDinCulaymi.FathRahman,,,,,,,,,,,,,,,,,,,,
330,كان,النطرون,وباب,الفاضل,القاضي,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,,,,,,,,
1147,عشريه,ثالث,وفي,الفاضل,القاضي,0749IbnFadlAllahCumari.MasalikAbsar,,,,,,,,,,,,,,,,,,,,,
1671,اسماعيل,الطاهر,ابو,المكين,القاضي,0276IbnQutaybaDinawari.ShicrWaShucara,0852IbnHajarCasqalani.RafcIsr,,,,,,,,,,,,,,,,,,,,
1233,شيث,بن,الدين,جمال,القاضي,0764Safadi.WafiBiWafayat,,,,,,,,,,,,,,,,,,,,,
1249,الله,عبد,الدين,محيي,القاضي,0692IbnCabdZahir.RawdaBahiyya,,,,,,,,,,,,,,,,,,,,,
1089.1090.1091,يتسع,فلا,القار,وهو,القاضي,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,,,,,,,
1700,اليوم,صاحبك,اين,لاحدهم,القاطر,0487AbuCubaydBakri.MasalikWaMamalik,0600PseudoMascudi.AkhbarZaman,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,
1678,من,فخذ,سريع,والبطون,القبال,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,,,,,,,,
1626,بن,زيد,وبنو,والبطون,القبال,0350MuhammadKindi.WulatMisr,0889IbnAhmadSakhawi.TuhfatAhbab,,,,,,,,,,,,,,,,,,,,
1133,الناس,تذاكر,تاريخه,في,القرطبي,0749IbnFadlAllahCumari.MasalikAbsar,,,,,,,,,,,,,,,,,,,,,
1341,ابن,طلب,في,وللناس,القرطبي,0749IbnFadlAllahCumari.MasalikAbsar,,,,,,,,,,,,,,,,,,,,,
1678,الذي,الخندق,هو,الخندق,القضاعي,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,,,,,,,,
658,دبرها,مدينه,وهي,الفيوم,القضاعي,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
1674.1675,هو,بالقرقوبي,المعروف,المسجد,القضاعي,0615MuwaffaqDinShafici.MurshidZuwwar,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,,,,,,,
1472,يقال,بمحمود,المعروف,المسجد,القضاعي,0615MuwaffaqDinShafici.MurshidZuwwar,,,,,,,,,,,,,,,,,,,,,
371,عبد,ابو,ذكر,المقطم,القضاعي,0367IbnHawqal.SuratArd,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
374.375.376.377,المتفرقه,الجبال,هي,اليحاميم,القضاعي,0487AbuCubaydBakri.MasalikWaMamalik,0615MuwaffaqDinShafici.MurshidZuwwar,0350MuhammadKindi.FadailMisr,0902Sakhawi.AjwibaMurdiyya,0692IbnCabdZahir.RawdaBahiyya,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,
378,الجبل,هو,اليحموم,ان,القضاعي,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
765.766,يوم,فتحت,مصر,ان,القضاعي,0257IbnCabdHakam.FutuhMisr,0634AbuRabicHimyari.Iktifa,,,,,,,,,,,,,,,,,,,,
378,يشكر,هو,يشكر,جبل,القضاعي,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,,
1329,قال,مصر,فسطاط,جزيره,القضاعي,0257IbnCabdHakam.FutuhMisr,0845Maqrizi.Muqaffa,,,,,,,,,,,,,,,,,,,,
99.100.101,ان,وغيره,الجاحظ,ذكر,القضاعي,0626YaqutHamawi.MucjamBuldan,0649MuhammadIdrisi.Anwar,0911Suyuti.HusnMuhadara,0930IbnIyas.BadaicZuhur,0814IbnZayyat.KawakibSayyara,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,
845,من,جماعه,بخط,رايت,القضاعي,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,,
1440,ان,وذكر,الله,رحمه,القضاعي,0350Balawi.SiratAhmadIbnTulun,,,,,,,,,,,,,,,,,,,,,
1422,ابن,عن,نافع,روي,القضاعي,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,,,
564,السلام,عليه,يوسف,سجن,القضاعي,0626YaqutHamawi.MucjamBuldan,,,,,,,,,,,,,,,,,,,,,
565,وزيد,يحيي,بين,سقط,القضاعي,0420Musabbihi.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,,,,,,,
368.369,بلهويه,وهو,الهرمين,صنم,القضاعي,0837IbnHijjaHamawi.DhaylThamaratAwraq,,,,,,,,,,,,,,,,,,,,,
492.493.494.495,عمرو,اقام,الليث,عن,القضاعي,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,,,
106.107.108,من,اعجوبه,عشرون,فهذه,القضاعي,0814IbnZayyat.KawakibSayyara,0930IbnIyas.BadaicZuhur',0930IbnIyas.NuzhatUmam,0911Suyuti.HusnMuhadara,0600PseudoMascudi.AkhbarZaman,,,,,,,,,,,,,,,,,
1290.1291.1292.1293.1294,امر,الخليج,ذكر,في,القضاعي,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,0733Nuwayri.NihayatArab,,,,,,,,,,,,,,,,,,,
1415,وكان,الخطط,كتاب,في,القضاعي,0257IbnCabdHakam.FutuhMisr,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,,,,,,,,
1423.1424,كتب,في,السبب,كان,القضاعي,0257IbnCabdHakam.FutuhMisr,0852IbnHajarCasqalani.RafcIsr,,,,,,,,,,,,,,,,,,,,
1493,فيه,يحضرون,القرا,كان,القضاعي,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,,,,,,,,,
846,لام,فضا,الموقف,كان,القضاعي,0487AbuCubaydBakri.MasalikWaMamalik,,,,,,,,,,,,,,,,,,,,,
199.200,قاس,من,اول,كان,القضاعي,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,0626YaqutHamawi.MucjamBuldan,0739SafiDinHanbali.Marasid,,,,,,,,,,,,,,,,,,
1626,بني,الخصي,محرس,مسجد,القضاعي,0350MuhammadKindi.WulatMisr,0889IbnAhmadSakhawi.TuhfatAhbab,,,,,,,,,,,,,,,,,,,,
1270,الخصي,سندر,بن,مسروح,القضاعي,0347IbnYunusSadafi.Tarikh,,,,,,,,,,,,,,,,,,,,,
1673,مصلي,كان,العيد,مصلي,القضاعي,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,,,,,,,,
1317,بعضهم,فقال,الجسر,واما,القضاعي,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,,,
1421,الله,بامر,الحاكم,وامر,القضاعي,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,,,
787,لنزول,الحمرا,قيل,وانما,القضاعي,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,,,,,,,,,
1415,عليه,صلي,من,واول,القضاعي,0257IbnCabdHakam.FutuhMisr,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,,,,,,,,
616,هيكل,وهي,شمس,وعين,القضاعي,0626YaqutHamawi.MucjamBuldan,0692IbnCabdZahir.RawdaBahiyya,0911Suyuti.HusnMuhadara,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,
207.208,نظر,الحساب,هذا,وفي,القضاعي,0874IbnTaghribirdi.NujumZahira,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,,,,,,,
1681,خير,الناس,جرب,وقد,القضاعي,0615MuwaffaqDinShafici.MurshidZuwwar,,,,,,,,,,,,,,,,,,,,,
1415,تقام,الجمعه,تكن,ولم,القضاعي,0257IbnCabdHakam.FutuhMisr,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,,,,,,,,
1426,يصلون,الناس,يكن,ولم,القضاعي,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,,,,,,,,
561.562,بن,عمرو,رجع,ولما,القضاعي,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,,,,,,,,
783.784,من,عمرو,رجع,ولما,القضاعي,0276IbnQutaybaDinawari.GharibHadith,0406IbnFurakIsbahani.MushkilHadith,0626YaqutHamawi.MucjamBuldan,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,,,,,,
