,Unnamed: 0.1,Unnamed: 0,uri,ms,origin,origin_prev_ms
1072,13,,0458Bayhaqi,51,0845Maqrizi.ImtacAsmac.3207,True
1073,14,,0350MuhammadKindi.WulatMisr,51,0911Suyuti.HusnMuhadara.4,True
11,11,11.0,0151IbnIshaq.Sira,322,self,False
504,504,541.0,0596IbnWasifShah.MukhtasarCajaibDunya,322,self,False
12,12,12.0,0151IbnIshaq.Sira,424,self,False
1672,0,,0151IbnIshaq.Sira,424,0449IbnBattalQurtubi.SharhSahihBukhari.1739,False
1673,1,,0151IbnIshaq.Sira,424,0458Bayhaqi.DalailNubuwwa.1161,False
1674,2,,0151IbnIshaq.Sira,424,0571IbnCasakir.TarikhDimashq.379,False
1675,3,,0151IbnIshaq.Sira,424,0711IbnManzurIfriqi.MukhtasarTarikhDimashq.102,False
1676,4,,0151IbnIshaq.Sira,424,0733Nuwayri.NihayatArab.3670,False
1677,5,,0151IbnIshaq.Sira,424,0733Nuwayri.NihayatArab.3671,False
1678,6,,0151IbnIshaq.Sira,424,0748Dhahabi.SiyarAclamNubala.549,False
1679,7,,0151IbnIshaq.Sira,424,0748Dhahabi.TarikhIslam.365,False
1680,8,,0151IbnIshaq.Sira,424,0751IbnQayyimJawziyya.ZadMacad.894,False
1681,9,,0151IbnIshaq.Sira,424,0774IbnKathir.Bidaya.2078,False
1683,11,,0151IbnIshaq.Sira,424,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud.4226,False
1684,12,,0151IbnIshaq.Sira,424,0852IbnHajarCasqalani.IntiqadIctirad.335,False
1685,13,,0151IbnIshaq.Sira,424,0855BadrDinCayni.CumdatQari.5573,False
1686,14,,0151IbnIshaq.Sira,424,0900IbnCabdMuncimHimyari.RawdMictar.130,False
1689,17,,0151IbnIshaq.Sira,424,0213IbnHisham.SiraNabawiyya.815,True
1690,18,,0151IbnIshaq.Sira,424,0224QasimIbnSallam.Amwal.133,True
1691,19,,0151IbnIshaq.Sira,424,0251IbnZanjawayh.Amwal.174,True
1692,20,,0151IbnIshaq.Sira,424,0581AbuQasimSuhayli.RawdUnuf.1615,True
1693,21,,0151IbnIshaq.Sira,424,0733Nuwayri.NihayatArab.3670,True
1694,22,,0151IbnIshaq.Sira,424,0748Dhahabi.SiyarAclamNubala.548,True
1695,23,,0151IbnIshaq.Sira,424,0748Dhahabi.TarikhIslam.364,True
162,162,187.0,0346Mascudi,424,self,False
1682,10,,0230IbnSacd.TabaqatKubra,424,0804IbnMulaqqin.Tawdih.6557,False
1687,15,,0209AbuCubayda,424,0966HusaynDiyarbakri.TarikhKhamis.1290,False
1688,16,,0207Waqidi.Maghazi,424,0207Waqidi.Maghazi.768,True
1696,24,,0487Bakri,424,0855BadrDinCayni.CumdatQari.5572,True
13,13,13.0,0151IbnIshaq.Sira,429,self,False
3507,0,,0151IbnIshaq.Sira,429,0487AbuCubaydBakri.MucjamMaIstacjama.566,False
3508,1,,0151IbnIshaq.Sira,429,0966HusaynDiyarbakri.TarikhKhamis.1058,False
128,128,128.0,0487AbuCubaydBakri.MucjamMaIstacjama,429,self,False
164,164,191.0,0346Mascudi.MurujDhahab,429,self,False
3509,2,,0346Mascudi,429,0911Suyuti.MuzhirFiCulumLugha.537,True
14,14,14.0,0151IbnIshaq.Sira,656,self,False
269,269,303.0,0257IbnCabdHakam.FutuhMisr,656,self,False
3536,1,,0257IbnCabdHakam.FutuhMisr,656,0911Suyuti.HusnMuhadara.70,False
3537,2,,0257IbnCabdHakam.FutuhMisr,656,0930IbnIyas.BadaicZuhur.73,False
726,726,775.0,0350MuhammadKindi.FadailMisr,656,self,False
3535,0,,0350MuhammadKindi.WulatMisr,656,0626YaqutHamawi.MucjamBuldan.2386,False
3538,3,,0207Waqidi,656,0930IbnIyas.BadaicZuhur.73,False
3540,5,,0207Waqidi,656,0930IbnIyas.BadaicZuhur.72,True
3539,4,,0454Qudaci,656,0814IbnZayyat.KawakibSayyara.7,True
15,15,15.0,0151IbnIshaq.Sira,1292,self,False
615,615,664.0,0231IbnZiyadAcrabi,1292,self,False
847,847,897.0,0180Sibawayhi,1292,self,False
3161,0,,0180Sibawayhi,1292,0458IbnSidaMursi.MuhkamWaMuhit.641,False
3166,5,,0180Sibawayhi,1292,0711IbnManzurIfriqi.LisanCarab.7418,False
3167,6,,0180Sibawayhi,1292,0762MughultayIbnQilij.SharhSunanIbnMaja.1087,False
3169,8,,0180Sibawayhi,1292,0458IbnSidaMursi.MuhkamWaMuhit.641,True
3172,11,,0180Sibawayhi,1292,0711IbnManzurIfriqi.LisanCarab.7418,True
3162,1,,0180Sibawayhi.KitabSibawayhi,1292,0458IbnSidaMursi.MuhkamWaMuhit.642,False
3163,2,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7417,False
3164,3,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7418,False
3165,4,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7419,False
3168,7,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0762MughultayIbnQilij.SharhSunanIbnMaja.1087,False
3170,9,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7417,True
3171,10,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7418,True
16,16,16.0,0151IbnIshaq.Sira,2181,self,False
17,17,17.0,0529AbuSalt,270,self,False
3469,7,,0529AbuSalt,270,0930IbnIyas.NuzhatUmam.127,False
133,133,133.0,0440AbuRayhanBiruni,270,self,False
3462,0,,0387IbnZulaq,270,0626YaqutHamawi.MucjamBuldan.3252,False
3463,1,,0346Mascudi,270,0911Suyuti.HusnMuhadara.51,False
3466,4,,0346Mascudi,270,0911Suyuti.TuhfatKiram.6,False
3464,2,,0820IbnMutawwaj,270,0911Suyuti.HusnMuhadara.51,False
3465,3,,0820IbnMutawwaj,270,0911Suyuti.TuhfatKiram.6,False
3467,5,,0528HakamIbnAbiSalt,270,0930IbnIyas.NuzhatUmam.127,False
3468,6,,0000AnonymousPlural,270,0930IbnIyas.NuzhatUmam.126,False
3472,10,,0000AnonymousPlural,270,0930IbnIyas.NuzhatUmam.126,True
3470,8,,0204IbnKalbi,270,0487AbuCubaydBakri.MucjamMaIstacjama.138,True
3471,9,,0487Bakri,270,0900IbnCabdMuncimHimyari.RawdMictar.267,True
3473,11,,0346Mascudi.MurujDhahab,270,0930IbnIyas.NuzhatUmam.125,True
3474,12,,0367IbnHawqal.SuratArd,270,0930IbnIyas.NuzhatUmam.125,True
3475,13,,0000Hirmus,270,0930IbnIyas.NuzhatUmam.125,True
18,18,18.0,0588IbnMamun.AkhbarMisr,72,self,False
744,744,793.0,0387IbnZulaq,72,self,False
19,19,19.0,0588IbnMamun.AkhbarMisr,251,self,False
3186,0,,0588IbnMamun.AkhbarMisr,251,0588IbnMamun.AkhbarMisr.111,False
3187,1,,0588IbnMamun.AkhbarMisr,251,0588IbnMamun.AkhbarMisr.110,True
473,473,510.0,0596QadiFadil,251,self,False
20,20,20.0,0588IbnMamun.AkhbarMisr,252,self,False
993,0,,0588IbnMamun.AkhbarMisr,252,0588IbnMamun.AkhbarMisr.111,False
994,1,,0588IbnMamun.AkhbarMisr,252,0588IbnMamun.AkhbarMisr.110,True
21,21,21.0,0588IbnMamun.AkhbarMisr,484,self,False
2817,0,,0588IbnMamun.AkhbarMisr,484,0588IbnMamun.AkhbarMisr.16,False
2820,3,,0588IbnMamun.AkhbarMisr,484,0930IbnIyas.NuzhatUmam.176,False
2822,5,,0588IbnMamun.AkhbarMisr,484,0588IbnMamun.AkhbarMisr.15,True
2826,9,,0588IbnMamun.AkhbarMisr,484,0930IbnIyas.NuzhatUmam.176,True
722,722,771.0,0350MuhammadKindi.FadailMisr,484,self,False
826,826,876.0,0292Yacqubi,484,self,False
2818,1,,0487AbuCubaydBakri.MucjamMaIstacjama,484,0600KatibMarrakushi.Istibsar.61,False
2819,2,,0350MuhammadKindi.WulatMisr,484,0930IbnIyas.NuzhatUmam.176,False
2825,8,,0350MuhammadKindi.WulatMisr,484,0930IbnIyas.NuzhatUmam.176,True
2821,4,,0617IbnTuwayr.NuzhatMuqlatayn,484,0930IbnIyas.NuzhatUmam.177,False
2823,6,,0454Qudaci,484,0930IbnIyas.NuzhatUmam.175,True
2824,7,,0257IbnCabdHakam.FutuhMisr,484,0930IbnIyas.NuzhatUmam.175,True
22,22,22.0,0588IbnMamun.AkhbarMisr,485,self,False
4132,0,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.16,False
4133,1,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.17,False
4134,2,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.15,True
4135,3,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.16,True
23,23,23.0,0588IbnMamun.AkhbarMisr,606,self,False
1120,0,,0588IbnMamun.AkhbarMisr,606,0588IbnMamun.AkhbarMisr.68,False
1121,1,,0588IbnMamun.AkhbarMisr,606,0588IbnMamun.AkhbarMisr.67,True
460,460,497.0,0420Musabbihi.AkhbarMisr,606,self,False
1123,3,,0420Musabbihi.AkhbarMisr,606,0930IbnIyas.NuzhatUmam.211,True
1122,2,,0346Mascudi,606,0930IbnIyas.NuzhatUmam.211,True
24,24,24.0,0588IbnMamun.AkhbarMisr,612,self,False
2142,0,,0588IbnMamun.AkhbarMisr,612,0588IbnMamun.AkhbarMisr.70,False
529,529,566.0,0596IbnWasifShah.MukhtasarCajaibDunya,612,self,False
2144,2,,0596IbnWasifShah.MukhtasarCajaibDunya,612,0930IbnIyas.NuzhatUmam.216,False
742,742,791.0,0453CaliIbnRidwan,612,self,False
2143,1,,0453CaliIbnRidwan,612,0930IbnIyas.NuzhatUmam.216,False
746,746,795.0,0387IbnZulaq,612,self,False
2145,3,,0387IbnZulaq,612,0930IbnIyas.NuzhatUmam.216,False
25,25,25.0,0588IbnMamun.AkhbarMisr,613,self,False
3435,0,,0588IbnMamun.AkhbarMisr,613,0588IbnMamun.AkhbarMisr.70,False
3437,2,,0588IbnMamun.AkhbarMisr,613,0930IbnIyas.NuzhatUmam.217,False
487,487,524.0,0596QadiFadil.Mutajaddidat,613,self,False
3436,1,,0596QadiFadil.Mutajaddidat,613,0930IbnIyas.NuzhatUmam.217,False
3438,3,,0453CaliIbnRidwan,613,0930IbnIyas.NuzhatUmam.216,True
3439,4,,0596IbnWasifShah.MukhtasarCajaibDunya,613,0930IbnIyas.NuzhatUmam.216,True
3440,5,,0387IbnZulaq,613,0930IbnIyas.NuzhatUmam.216,True
26,26,26.0,0588IbnMamun.AkhbarMisr,637,self,False
2629,0,,0588IbnMamun.AkhbarMisr,637,0588IbnMamun.AkhbarMisr.7,False
2630,1,,0588IbnMamun.AkhbarMisr,637,0588IbnMamun.AkhbarMisr.7,True
27,27,27.0,0588IbnMamun.AkhbarMisr,638,self,False
28,28,28.0,0588IbnMamun.AkhbarMisr,639,self,False
29,29,29.0,0588IbnMamun.AkhbarMisr,640,self,False
30,30,30.0,0588IbnMamun.AkhbarMisr,641,self,False
488,488,525.0,0596QadiFadil.Mutajaddidat,641,self,False
1566,0,,0596QadiFadil.Mutajaddidat,641,0930IbnIyas.NuzhatUmam.228,False
1567,1,,0596QadiFadil.Mutajaddidat,641,0930IbnIyas.NuzhatUmam.228,True
31,31,31.0,0588IbnMamun.AkhbarMisr,761,self,False
32,32,32.0,0588IbnMamun.AkhbarMisr,903,self,False
3324,0,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.75,False
3325,1,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.107,False
3327,3,,0588IbnMamun.AkhbarMisr,903,0845Maqrizi.MusawwadatMawaciz.308,False
3329,5,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.74,True
3330,6,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.106,True
631,631,680.0,0617IbnTuwayr.NuzhatMuqlatayn,903,self,False
3326,2,,0617IbnTuwayr.NuzhatMuqlatayn,903,0617IbnTuwayr.NuzhatMuqlatayn.141,False
3328,4,,0617IbnTuwayr.NuzhatMuqlatayn,903,0845Maqrizi.MusawwadatMawaciz.308,False
871,871,921.0,0736IbnDawadari.KanzDurar,903,self,False
3331,7,,0692IbnCabdZahir.RawdaBahiyya,903,0845Maqrizi.MusawwadatMawaciz.307,True
33,33,33.0,0588IbnMamun.AkhbarMisr,904,self,False
3926,0,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.75,False
3927,1,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.76,False
3928,2,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.70,True
3929,3,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.74,True
3930,4,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.75,True
632,632,681.0,0617IbnTuwayr.NuzhatMuqlatayn,904,self,False
34,34,34.0,0588IbnMamun.AkhbarMisr,905,self,False
3844,0,,0588IbnMamun.AkhbarMisr,905,0588IbnMamun.AkhbarMisr.70,True
35,35,35.0,0588IbnMamun.AkhbarMisr,906,self,False
36,36,36.0,0588IbnMamun.AkhbarMisr,907,self,False
633,633,682.0,0617IbnTuwayr.NuzhatMuqlatayn,907,self,False
2838,0,,0617IbnTuwayr.NuzhatMuqlatayn,907,0617IbnTuwayr.NuzhatMuqlatayn.141,False
2839,1,,0617IbnTuwayr.NuzhatMuqlatayn,907,0821Qalqashandi.SubhAcsha.1031,False
2840,2,,0617IbnTuwayr.NuzhatMuqlatayn,907,0617IbnTuwayr.NuzhatMuqlatayn.141,True
37,37,37.0,0588IbnMamun.AkhbarMisr,908,self,False
1980,0,,0588IbnMamun.AkhbarMisr,908,0588IbnMamun.AkhbarMisr.13,False
634,634,683.0,0617IbnTuwayr.NuzhatMuqlatayn,908,self,False
1981,1,,0617IbnTuwayr.NuzhatMuqlatayn,908,0617IbnTuwayr.NuzhatMuqlatayn.144,False
1982,2,,0617IbnTuwayr.NuzhatMuqlatayn,908,0617IbnTuwayr.NuzhatMuqlatayn.144,True
38,38,38.0,0588IbnMamun.AkhbarMisr,920,self,False
3340,0,,0588IbnMamun.AkhbarMisr,920,0588IbnMamun.AkhbarMisr.43,False
39,39,39.0,0588IbnMamun.AkhbarMisr,921,self,False
915,0,,0588IbnMamun.AkhbarMisr,921,0588IbnMamun.AkhbarMisr.43,False
918,3,,0588IbnMamun.AkhbarMisr,921,0588IbnMamun.AkhbarMisr.43,True
323,323,357.0,0692IbnCabdZahir.RawdaBahiyya,921,self,False
917,2,,0692IbnCabdZahir.RawdaBahiyya,921,0845Maqrizi.MusawwadatMawaciz.188,False
853,853,903.0,0460Anonymous.DhakhairTuhaf,921,self,False
916,1,,0677IbnMuyassar.AkhbarMisr,921,0845Maqrizi.ItticazHunafa.453,False
40,40,40.0,0588IbnMamun.AkhbarMisr,925,self,False
1925,0,,0588IbnMamun.AkhbarMisr,925,0588IbnMamun.AkhbarMisr.53,False
1927,2,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.207,False
1928,3,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.209,False
1931,6,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.207,True
1932,7,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.254,True
1926,1,,0692IbnCabdZahir.RawdaBahiyya,925,0845Maqrizi.MusawwadatMawaciz.209,False
1929,4,,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.208,False
1930,5,,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.287,False
1933,8,,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.208,True
41,41,41.0,0588IbnMamun.AkhbarMisr,926,self,False
1253,0,,0588IbnMamun.AkhbarMisr,926,0588IbnMamun.AkhbarMisr.53,False
1254,1,,0588IbnMamun.AkhbarMisr,926,0588IbnMamun.AkhbarMisr.53,True
1255,2,,0588IbnMamun.AkhbarMisr,926,0845Maqrizi.MusawwadatMawaciz.254,True
42,42,42.0,0588IbnMamun.AkhbarMisr,927,self,False
43,43,43.0,0588IbnMamun.AkhbarMisr,928,self,False
44,44,44.0,0588IbnMamun.AkhbarMisr,929,self,False
45,45,45.0,0588IbnMamun.AkhbarMisr,930,self,False
46,46,46.0,0588IbnMamun.AkhbarMisr,931,self,False
2959,0,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.60,False
2960,1,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.87,False
2961,2,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.86,True
2962,3,,0588IbnMamun.AkhbarMisr,931,0845Maqrizi.MusawwadatMawaciz.254,True
47,47,47.0,0588IbnMamun.AkhbarMisr,932,self,False
1495,0,,0588IbnMamun.AkhbarMisr,932,0588IbnMamun.AkhbarMisr.60,False
1496,1,,0588IbnMamun.AkhbarMisr,932,0588IbnMamun.AkhbarMisr.79,False
855,855,905.0,0460Anonymous.DhakhairTuhaf,932,self,False
48,48,48.0,0588IbnMamun.AkhbarMisr,946,self,False
783,783,832.0,0677IbnMuyassar.AkhbarMisr,946,self,False
49,49,49.0,0588IbnMamun.AkhbarMisr,947,self,False
2667,0,,0588IbnMamun.AkhbarMisr,947,0588IbnMamun.AkhbarMisr.96,False
2669,2,,0588IbnMamun.AkhbarMisr,947,0692IbnCabdZahir.RawdaBahiyya.50,False
2670,3,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.210,False
2671,4,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.212,False
2673,6,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.Muqaffa.2752,True
2676,9,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.209,True
646,646,695.0,0617IbnTuwayr.NuzhatMuqlatayn,947,self,False
2668,1,,0617IbnTuwayr.NuzhatMuqlatayn,947,0617IbnTuwayr.NuzhatMuqlatayn.184,False
2672,5,,0617IbnTuwayr.NuzhatMuqlatayn,947,0845Maqrizi.MusawwadatMawaciz.210,False
2674,7,,0692IbnCabdZahir.RawdaBahiyya,947,0845Maqrizi.MusawwadatMawaciz.209,True
2675,8,,0692IbnCabdZahir.RawdaBahiyya,947,0845Maqrizi.MusawwadatMawaciz.211,True
50,50,50.0,0588IbnMamun.AkhbarMisr,948,self,False
1717,0,,0588IbnMamun.AkhbarMisr,948,0588IbnMamun.AkhbarMisr.96,False
1718,1,,0588IbnMamun.AkhbarMisr,948,0588IbnMamun.AkhbarMisr.96,True
1719,2,,0588IbnMamun.AkhbarMisr,948,0845Maqrizi.Muqaffa.2752,True
1720,3,,0588IbnMamun.AkhbarMisr,948,0845Maqrizi.MusawwadatMawaciz.212,True
51,51,51.0,0588IbnMamun.AkhbarMisr,949,self,False
1617,0,,0588IbnMamun.AkhbarMisr,949,0588IbnMamun.AkhbarMisr.96,True
52,52,52.0,0588IbnMamun.AkhbarMisr,950,self,False
53,53,53.0,0588IbnMamun.AkhbarMisr,951,self,False
910,0,,0588IbnMamun.AkhbarMisr,951,0588IbnMamun.AkhbarMisr.100,False
911,1,,0588IbnMamun.AkhbarMisr,951,0692IbnCabdZahir.RawdaBahiyya.50,False
913,3,,0588IbnMamun.AkhbarMisr,951,0845Maqrizi.MusawwadatMawaciz.212,False
912,2,,0692IbnCabdZahir.RawdaBahiyya,951,0845Maqrizi.MusawwadatMawaciz.217,False
914,4,,0692IbnCabdZahir.RawdaBahiyya,951,0845Maqrizi.MusawwadatMawaciz.211,True
54,54,54.0,0588IbnMamun.AkhbarMisr,952,self,False
1763,0,,0588IbnMamun.AkhbarMisr,952,0588IbnMamun.AkhbarMisr.101,False
1767,4,,0588IbnMamun.AkhbarMisr,952,0845Maqrizi.MusawwadatMawaciz.209,False
1768,5,,0588IbnMamun.AkhbarMisr,952,0588IbnMamun.AkhbarMisr.100,True
1771,8,,0588IbnMamun.AkhbarMisr,952,0845Maqrizi.MusawwadatMawaciz.210,True
647,647,696.0,0617IbnTuwayr.NuzhatMuqlatayn,952,self,False
1764,1,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.192,False
1769,6,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.191,True
1770,7,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.192,True
1772,9,,0617IbnTuwayr.NuzhatMuqlatayn,952,0845Maqrizi.MusawwadatMawaciz.210,True
1765,2,,0692IbnCabdZahir.RawdaBahiyya,952,0845Maqrizi.MusawwadatMawaciz.209,False
1766,3,,0692IbnCabdZahir.RawdaBahiyya,952,0845Maqrizi.MusawwadatMawaciz.211,False
1773,10,,0630IbnAbiTayyi,952,0845Maqrizi.MusawwadatMawaciz.208,True
55,55,55.0,0588IbnMamun.AkhbarMisr,971,self,False
3555,0,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.17,False
3556,1,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.38,False
3560,5,,0588IbnMamun.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,False
3561,6,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.16,True
3562,7,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.17,True
3566,11,,0588IbnMamun.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,True
3557,2,,0420Musabbihi.AkhbarMisr,971,0845Maqrizi.ItticazHunafa.226,False
3559,4,,0420Musabbihi.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,False
3565,10,,0420Musabbihi.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,True
3558,3,,0387IbnZulaq,971,0845Maqrizi.MusawwadatMawaciz.330,False
3563,8,,0387IbnZulaq,971,0845Maqrizi.MusawwadatMawaciz.329,True
3564,9,,0387IbnZulaq,971,0845Maqrizi.MusawwadatMawaciz.330,True
56,56,56.0,0588IbnMamun.AkhbarMisr,972,self,False
3024,1,,0588IbnMamun.AkhbarMisr,972,0588IbnMamun.AkhbarMisr.63,True
3027,4,,0588IbnMamun.AkhbarMisr,972,0845Maqrizi.MusawwadatMawaciz.330,True
651,651,700.0,0617IbnTuwayr.NuzhatMuqlatayn,972,self,False
3023,0,,0617IbnTuwayr.NuzhatMuqlatayn,972,0617IbnTuwayr.NuzhatMuqlatayn.262,False
3025,2,,0387IbnZulaq,972,0845Maqrizi.MusawwadatMawaciz.330,True
3026,3,,0420Musabbihi.AkhbarMisr,972,0845Maqrizi.MusawwadatMawaciz.330,True
57,57,57.0,0588IbnMamun.AkhbarMisr,973,self,False
3455,0,,0588IbnMamun.AkhbarMisr,973,0588IbnMamun.AkhbarMisr.38,False
652,652,701.0,0617IbnTuwayr.NuzhatMuqlatayn,973,self,False
3459,4,,0617IbnTuwayr.NuzhatMuqlatayn,973,0617IbnTuwayr.NuzhatMuqlatayn.262,True
784,784,833.0,0677IbnMuyassar.AkhbarMisr,973,self,False
