begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
1	282	409	770	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0589	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0743	286	-قال -قو-م انه رهبا- فان نصب-ت فعقب----------ي- -ما نصب-ت --ل-ه ملك --تشاد معاليه لمن نصبا طا--ل ان--تظاري لغو من-ك-- -امله ---وما- --م-ا-- اصبحت مرتقبا -ولو -علمت --خبري وما-- ---في -منتقبا-- --ب- اجاد مروان في بيت اصاب به عين الصواب فما اخطا وما كذبا اذ قال لما راي الدنيا تميد بهم بعد الهدوء وعاد الحبل مضطربا اني اري فتنة تغلي مراجلها والملك بعد ابي ليلي لمن غلبا فلما قدم ابن الموفق دمشق --و-هزم سعد -ا---لايسر وابن ابا عنها- سا-----را -الي طب----رية و-ا-و--قعا -بالواسطي ف-انهزم و--ل	يقعد عدوكم عن القتال لقد اصبحتم عجبا ليس المريد لما اصبحت تطلبه ولا المشمر عن ساق وان لغبا لا تقعدن عن التفريط منعكفا واجدد فقد قال قوم انه رهبا فانت في غفلة يقظان ذو سنة وطالب الوتر ذو جد اذا طلبا اجاد مروان في بيت اصاب به عين الصواب فما اخطا ولا كذبا اذ قال لما راي الدنيا تميد بهم بعد الهدو- وعاد الحبل مضطربا اني اري فتنة تغلي مراجلها والملك بعد ابي ليلي لمن غلبا فلما قرا ابن الموفق كتاب الواسطي قال لابن كنداج وابن ابي الساج ما قعودكم وضرب طبله وسار وساروا معه حتي كبسهم في شيزر وقتل	589	743	4032496355336019129	-2102542384718734822	208	489	58.4867057800293	37	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
788	999	1163	1472	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2042	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1499	237	-ك- الاشتر بن الحارث بن -ع-----بد --يغوث بن م-سلمة -بن --ر-ب---يعة بن الحارث بن جذيمة --بن -سعد بن --م--الك ب---ن-- ا---لنخع بن عمرو بن علة بن جل---د -بن مالك بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب -بن يعرب بن قحطان -المذحجي الن-خعي --من س----كا-ن الك---وف----ة ا--حد -ا--لا-------شر--اف- الشجعان الم-ذكورين و-من كبار امراء عل-ي- -بن -ابي طالب واحد امرا-ء -مصر ا-درك--- -ال---جا-هل--ية و-روي عن -عمر-- و----علي -وخالد بن ا--ل--وليد و---ا-بي ذر رضي الله عنهم	اكل المرار بن --عمرو بن معاوية بن الحارث بن معاوية ابن ثور بن مرتع بن معاوية بن -كندة وقال هشام بن محمد الكلبي كندة اسمه ثور بن عفير بن عدي بن الحارث ابن م-رة بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب ابن يعرب بن قحطان وقد خولف ابن شبة وابن سلام وابن الكلبي في هذا النسب والخلاف فيه مشروح في ال-كتاب المونق قال وقيل كنية امر-ء القيس ابو عمرو وقيل -ابو الحارث وقيل ابو كبشة ويلقب ذا القروح ويقال ذو القروح ونسب الي ذلك للبسه الحلة المسمومة التي اهداها اليه قيصر	2042	1499	8092179727144874130	-3676681408321123314	159	480	49.375	28	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1	116	204	378	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0342	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0642	152	علي حبها اق صر فما انت فيه من نصاحي مقلة الظبي سالف الريم قد ال غصن خد الشقيق ثغر الاقاحي ا--بن- -----ال---رفعة ال-عدوي احم---د بن -عبد المحسن -بن الرفعة ا--بن ا--بي- ال-مجد المسند ---شر----ف ا---ل---د-----ين ابو ال--عبا-----س ابن ال-شيخ ب- ---فخر ال-----دين ال---	علي حبها اق-صر فما انت فيه من نصاحي مقلة الظبي سالف الريم قد ال-غصن خد الشقيق ثغر الاقاحي انشدني شهاب الدين ابو المحامد اسماعيل بن حامد القوصي قال انشدني الشيخ الرءيس الاديب الفاضل البارع نشء الدولة بدر الدين ابو الفضل احمد بن عبد الرحمن بن علي بن المبارك بن الحسن	342	642	9115226039400125399	5610266147824309115	112	264	57.57575607299805	22	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1307	208	1563	524	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0826	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms2813	156	ر-ا- --ايمن- -بن --خر-يم ا ايمن بن --خر-يم --اوله خاء معجمة مضموم-ة ثم راء مهملة مفتوحة بن --فاتك ---ويقال حريم بن الاخرم بن شداد بن -عمرو بن -ال----فاتك -بن -ع------مرو--- بن اسد بن خزيمة بن مدركة بن الياس بن مضر بن نزار بن معد بن عدنان ------وابوه الاخرم يقال -له --ف-ا---تك -وق---د ---قيل --ان -فاتكا --هو ابن الا-خر	ريان بن عدني ابن عذور وقيل ريان بن عذور بن عدي بن جلد بن حي بن عمرو بن ابي المظفار مالك بن عوف بن معاوية بن كسر بن -ناشرة بن -سعد بن سواءة بن مالك بن سعد ابن ثعلبة بن ذودان بن اسد بن خزيمة بن مدركة بن الياس بن مضر بن نزار بن معد بن عدنان الامير ابو- الاغر بن الامير سيف الدولة صدقة بن الامير بهاء الدولة منصور بن الامير	826	2813	-363142708194501862	4642070343616926198	105	319	48.9028205871582	22	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1211	848	1570	1221	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0826	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms2587	187	-ي----ب- المماليك واستق-ر ناصر الدين محمد -بن لاجين -المحمدي ن-قيب ال-----مماليك عوضا عن صارو-جا -و--كان --د---قماق --مشكورا- ----ا-يمن- -بن خريم --ا ا--يمن بن خريم ا--وله خاء -معجمة -مضمومة ثم ---را--ء -مهملة --مفتوحة بن فاتك ----وي-قال حريم بن الاخرم بن شداد بن عمرو بن الفاتك بن عمرو بن اسد بن خزيمة بن مدركة بن الياس بن مضر بن نزار بن معد بن عدنان وابوه الاخرم يقال له فاتك وقد قيل ان فاتكا هو ابن الاخرم ويكني	في كتابه الينا من مكة قال اخبرنا ابو محمد عبد -الله بن محمد بن علي الاشيري قال اخبرنا ابو الوليد يوسف بن عبد العزيز بن الدباغ قال اخبرنا ابو محمد عبد الرحمن بن -عبد العزيز قال اخبرنا ابو عمر بن عبد البر النمري قال خريم بن فاتك الاسدي وهو خريم بن الاخرم بن شداد بن عمرو بن الفاتك بن القليب بن عمرو بن اسد ابن خزيمة --------------------------------------وابوه الاخرم يقال له فاتك وقد قيل ان فاتكا هو ابن الاخرم -يكني	826	2587	-363142708194501862	-6252367985540032617	133	414	45.16908264160156	25	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
8	1104	602	1553	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1117	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1559	221	---ع- البر --ووجدت البر --في الجنة ----و--وجدت -ا-ل-كذب --مع الفجو--ر و--وجدت ال---فجور -في ا-ل---نا--ر-- وان امير المءمنين امرني باعطاءكم اعطياتكم واشخاصكم لمجاهدة عدوكم مع المهلب بن ابي صفرة وقد امرت لكم بذلك واجلتكم ثلاثا واعطيت الله عهدا ياخذني به ويستوفيه مني واني اقسم بالله لا اخذ رجلا يتخلف بعد اخذ عطاءه بثلاثة ايام الا ضربت عنقه لا يبلغني ان احدا تحلف يوما واحدا بعد اخذ عطاءه الا ضربت عنقه وانهبت ماله اقرا كتاب امير المءمنين يا غلام فقام الكاتب فقرا باسم الله الرحمن الرحيم من عبد الله عبد الملك بن مروان امير المءمنين الي من بالعراق من المءمنين ب والمسلمين سلام عليكم فلم يقل احد شيءا فقال الحجاج من ف-وق ال-منبر اسكت	بانعم الله فاذاقها الله لباس الجوع والخوف واني والله ما اقول الا وفيت ولا اهم الا امضيت ولا احلق الا فريت وان امير المءمنين امرني باعطاءكم وان اوجهكم لمحاربة عدوكم مع المهلب بن ابي صفرة واني اقسم بالله لا اجد رجلا تخلف --------------------------------------------------------------------------------بعد اخذ عطاءه بثلاثة ايام الا ضربت عنقه يا غلام اقرا عليهم كتاب امير المءمنين فقرا بسم ---------------------------------------------------------------------------------الله الرحمن الرحيم من عبد الله عبد الملك امير المءمنين الي من بالكوفة من المسلمين ---------------------سلام عليكم فلم يقل احد شيءا فقال الحجاج اكفف يا غلام ثم اقبل	1117	1559	979793562683339148	-4451933755934105851	166	631	35.023773193359375	29	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
502	524	1037	1393	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0467	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0772	182	ال--اب-وا--ب ثم خر-ج -الي -هراة و----مرو وجمع من الحديث ما لم يجمعه غيره ---ثم ---سار الي ----العراق ------والشام- وقد-م -مصر --وعا--د-- ال-----ي -شير--ا-------ز وصار له عندهم قبول ع-ظيم بحيث يضرب به ا---ل----------------م--------------------------------------------------------ث---------------------------------ل--- ال------------ي ------ا-----ن م-------ا-ت -ب------------ها-- -----في شعبان سنة اثنتين وثمانين وثلاثماءة عن ثمان وستين سنة فكثر تاسف الناس عليه قال الدارقطني وذكره يتقرب الي بكتب يكتبها وقد ادخل بمصر وانا بها احاديث علي جماعة من الشيوخ ابو جعفر ابن رستم الاصبهاني ا احمد بن مهدي بن رستم ابو جعفر الاصبهاني المدني احد الثقات الاثبات رحل في طلب الحديث وكتب بالشام ومصر والعراقين وروي عن ابي اليمان وسعيد بن ابي مريم وعبد الله بن صالح ون---------------------------------------------------------------------------------------------------------------------------	الي ابي احمد بن قريش بمرو الروذ ودخل مرو وجمع من الحديث ما لم يجمعه غيره والذي اتوهمه انه دخل العراق بعد منصرفه من عندنا فانه دخلها ودخل الشام ثم انصرف الي شيراز وصار في ----القبول عندهم بحيث يضرب به المثل وكانت كتبه الي متواترة الي ان ورد علي كتاب ابي علي الحسن بن احمد بن الليث المقرء الشيرازي بخط يده مع ابي الحسن الشيرازي يعزيني بوفاة احمد بن منصور فسالت ابا الحسن فذكر انه توفي في شعبان سنة اثنتين وثمانين وثلاثماءة وانه حضر تجهيزه والصلاة عليه ووصف ابو الحسن من حرقة اهل شيراز وتفجعهم عليه ما يطول شرحه وذكر انه توفي وهو ابن ثمان وستين سنة احمد بن منصور الخزيمي حدث بحلب عن ابي كريب روي عنه ابو بكر محمد بن ابراهيم بن المقرء اخبرنا ابو الحجاج يوسف بن خليل بن عبد الله قال اخبرنا ابو مسلم المءيد ابن عبد الرحيم بن الاخوة وصاحبته عين الشمس بنت ابي سعيد قالا اخبرنا ابو الفرج سعيد بن ابي الرجاء الصيرفي قال اخبرنا ابو طاهر احمد بن محمود الثقفي وابو الفتح منصور بن الحسين	467	772	1452406915293314370	820331382838654054	133	873	20.847652435302734	18	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
751	1	1235	618	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0049	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0887	286	ما تري ما نحن فيه من الشدة فقال ليس ذا شدة قالوا ما الشدة قال الحاجة الي الناس ثم قال اللهم اريتنا قدرتك فارنا عفوك فصار البحر كانه قدح زيت وجاء -الي--- قوم -قد ركبوا--- -سفي--نة في ال-بحر --فقا---ل- له -----صاحب ال-سفينة هات دينا---ر-------ي-ن فق--ال- --ليس ----معي ---ولكن --اعطيك بين يدي ----فعجب- م---نه -وقال ان--ما- نح-ن في -بحر فكيف تع-طيني ثم -ا--دخله فساروا -حتي انتهوا ا-لي -جزيرة في -البح-ر فق-------ال صاحب ----ال---س----فينة و--ال--له لانظرن- -من ---اين ي-عطيني هل -خب-----ا- --ههنا شي----ءا -----فقال -يا صاحب ا-ل-دين-ارين ا-ع-طني حق-ي ق-ال -نعم فخرج فمضي وتبعه ا-ل---رجل وهو لا يدري فا-نتهي ال-ي اخر -ال	ما تري ما نحن فيه من الشدة فقال ليس ذا شدة قالوا ما الشدة قال الحاجة الي الناس ثم قال اللهم اريتنا قدرتك فارنا عفوك فصار البحر كانه قدح زيت احمد بن يوسف رجل كان بانطاكية وحكي عن بعض العباد كلاما تكلم به ان لم يكن الثقفي الذي قدمنا ذكره فهو غيره وقع الي مجموع بخط بعض الفضلاء يقال له ابو علي المحسن بن مهبروذ فنقلت منه قال احمد بن يوسف لقيت بعض العباد بانطاكية فسالته عن مساءل فاجابني ثم قال لي يا احمد لقد سمعت من راهب حكمة لم اسمع مثلها و قال قلت فتخبرني قال قلت له يا راهب ما معبودك قال الله الذي خلقني وخلقك قال قلت فاين الله من قلوب العارفين قال قلوب العارف-ين لا تحول عن الله طرفة عين قال قلت يا راهب الكم عيد قال	49	887	-7075400578073766564	-1704680527291687993	198	618	46.278316497802734	30	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
918	1004	1243	1419	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0232	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms2094	124	ان قد تفرد والحق الاحفاد بالاجداد ورحل الناس اليه وكان مباركا خيرا دينا له صبر علي الطلبة وحدث عنه خلق كثير واكثر عنه الذهبي الجرذ قاضي حلب احمد ------------------------------------------------بن اسحاق بن محمد بن احمد بن اسحاق بن عبد الرحمن بن يزيد بن موسي ا----- ابن -جع-فر ال--اصطخري ---ا--لح--لب-ي ---قاضي --حلب----- الملقب بالجرذ حدث ببغداد ومصر وحلب-- عن -----مح-مد بن --معا--ذ المعروف ببدران و---ابي عبد الله --	طالب في العدل سواء قال الخطيب حديث باطل بهذا الاسناد تفرد بروايته قاسم الملطي وكان يضع الحديث انبانا ابو اليمن قال اخبرنا عبد الرحمن بن زريق قال اخبرنا ابو بكر الخطيب قال الحسين بن علي بن محمد بن اسحاق بن محمد بن احمد بن اسحاق بن عبد الرحمن بن يزيد بن -عبد الرحمن ابو العباس الحلبي قدم بغداد وحدث بها عن قاسم بن ابراهيم الملطي وال-قاضي المحاملي وابي العباس بن عقدة وحاتم بن عبد الله الجهازي المصري وعلي بن عبد الله بن	232	2094	7134840380132408909	1359835869218592676	85	417	29.7362117767334	16	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1185	12	1559	409	-8020384904724402078	3502446369339975454	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0588	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0743	201	ا اشار به من قتل العباس فدخل سعد دمشق وتاخر الواسطي بطبرية بعد ما كتب الي ابي العباس احمد ابن الموفق يصغر امر خمارويه ويحرضه علي المسير اليه وضمن كتابه هذه الابيات البسيط ------------------------يا ايها الملك المرهوب جانبه شمر ذيول السري فالامر قد قربا كم ذا العقود ولم يقعد عدوكم عن القتال لقد اصبحتم عجبا ليس المريد لما اصبحت تطلبه الا المشمر عن ساق وان لغبا لا تقعدن علي التفريط معتكفا واجدد فقد	ال الامر الي ان صرت بعض خلفاءه فتغير علي سعد وافترقا وتغير الواسطي وكتب الي ابن الموفق كتابا يحثه علي المسير الي مصر وقال انا اسست امر ابي الجيش والله لاهدمن ما كنت بنيته وضمن الكتاب هذه الابيات يا ايها الملك المرهوب جانبه شمر ذيول السري فالنصر قد قربا كم ذا القعود ولم يقعد عدوكم عن القتال لقد اصبحتم عجبا ليس المريد لما اصبحت تطلبه ولا المشمر عن ساق وان لغبا لا تقعدن ع-ن التفريط منعكفا واجدد فقد	588	743	-522282184971836018	-2102542384718734822	158	398	50.50251388549805	35	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
