,Unnamed: 0.1,Unnamed: 0,uri,ms,origin,origin_prev_ms
3469,7,,0529AbuSalt,270,0930IbnIyas.NuzhatUmam.127,False
3463,1,,0346Mascudi,270,0911Suyuti.HusnMuhadara.51,False
3466,4,,0346Mascudi,270,0911Suyuti.TuhfatKiram.6,False
3464,2,,0820IbnMutawwaj,270,0911Suyuti.HusnMuhadara.51,False
3465,3,,0820IbnMutawwaj,270,0911Suyuti.TuhfatKiram.6,False
19,19,19.0,0588IbnMamun.AkhbarMisr,251,self,False
3186,0,,0588IbnMamun.AkhbarMisr,251,0588IbnMamun.AkhbarMisr.111,False
3187,1,,0588IbnMamun.AkhbarMisr,251,0588IbnMamun.AkhbarMisr.110,True
20,20,20.0,0588IbnMamun.AkhbarMisr,252,self,False
993,0,,0588IbnMamun.AkhbarMisr,252,0588IbnMamun.AkhbarMisr.111,False
994,1,,0588IbnMamun.AkhbarMisr,252,0588IbnMamun.AkhbarMisr.110,True
21,21,21.0,0588IbnMamun.AkhbarMisr,484,self,False
2817,0,,0588IbnMamun.AkhbarMisr,484,0588IbnMamun.AkhbarMisr.16,False
2820,3,,0588IbnMamun.AkhbarMisr,484,0930IbnIyas.NuzhatUmam.176,False
2822,5,,0588IbnMamun.AkhbarMisr,484,0588IbnMamun.AkhbarMisr.15,True
2826,9,,0588IbnMamun.AkhbarMisr,484,0930IbnIyas.NuzhatUmam.176,True
22,22,22.0,0588IbnMamun.AkhbarMisr,485,self,False
4132,0,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.16,False
4133,1,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.17,False
4134,2,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.15,True
4135,3,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.16,True
23,23,23.0,0588IbnMamun.AkhbarMisr,606,self,False
1120,0,,0588IbnMamun.AkhbarMisr,606,0588IbnMamun.AkhbarMisr.68,False
1121,1,,0588IbnMamun.AkhbarMisr,606,0588IbnMamun.AkhbarMisr.67,True
460,460,497.0,0420Musabbihi.AkhbarMisr,606,self,False
1123,3,,0420Musabbihi.AkhbarMisr,606,0930IbnIyas.NuzhatUmam.211,True
24,24,24.0,0588IbnMamun.AkhbarMisr,612,self,False
2142,0,,0588IbnMamun.AkhbarMisr,612,0588IbnMamun.AkhbarMisr.70,False
529,529,566.0,0596IbnWasifShah.MukhtasarCajaibDunya,612,self,False
2144,2,,0596IbnWasifShah.MukhtasarCajaibDunya,612,0930IbnIyas.NuzhatUmam.216,False
742,742,791.0,0453CaliIbnRidwan,612,self,False
2143,1,,0453CaliIbnRidwan,612,0930IbnIyas.NuzhatUmam.216,False
746,746,795.0,0387IbnZulaq,612,self,False
2145,3,,0387IbnZulaq,612,0930IbnIyas.NuzhatUmam.216,False
25,25,25.0,0588IbnMamun.AkhbarMisr,613,self,False
3435,0,,0588IbnMamun.AkhbarMisr,613,0588IbnMamun.AkhbarMisr.70,False
3437,2,,0588IbnMamun.AkhbarMisr,613,0930IbnIyas.NuzhatUmam.217,False
487,487,524.0,0596QadiFadil.Mutajaddidat,613,self,False
3436,1,,0596QadiFadil.Mutajaddidat,613,0930IbnIyas.NuzhatUmam.217,False
26,26,26.0,0588IbnMamun.AkhbarMisr,637,self,False
2629,0,,0588IbnMamun.AkhbarMisr,637,0588IbnMamun.AkhbarMisr.7,False
2630,1,,0588IbnMamun.AkhbarMisr,637,0588IbnMamun.AkhbarMisr.7,True
488,488,525.0,0596QadiFadil.Mutajaddidat,641,self,False
1566,0,,0596QadiFadil.Mutajaddidat,641,0930IbnIyas.NuzhatUmam.228,False
1567,1,,0596QadiFadil.Mutajaddidat,641,0930IbnIyas.NuzhatUmam.228,True
32,32,32.0,0588IbnMamun.AkhbarMisr,903,self,False
3324,0,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.75,False
3325,1,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.107,False
3327,3,,0588IbnMamun.AkhbarMisr,903,0845Maqrizi.MusawwadatMawaciz.308,False
3329,5,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.74,True
3330,6,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.106,True
631,631,680.0,0617IbnTuwayr.NuzhatMuqlatayn,903,self,False
3326,2,,0617IbnTuwayr.NuzhatMuqlatayn,903,0617IbnTuwayr.NuzhatMuqlatayn.141,False
3328,4,,0617IbnTuwayr.NuzhatMuqlatayn,903,0845Maqrizi.MusawwadatMawaciz.308,False
33,33,33.0,0588IbnMamun.AkhbarMisr,904,self,False
3926,0,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.75,False
3927,1,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.76,False
3928,2,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.70,True
3929,3,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.74,True
3930,4,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.75,True
34,34,34.0,0588IbnMamun.AkhbarMisr,905,self,False
3844,0,,0588IbnMamun.AkhbarMisr,905,0588IbnMamun.AkhbarMisr.70,True
633,633,682.0,0617IbnTuwayr.NuzhatMuqlatayn,907,self,False
2838,0,,0617IbnTuwayr.NuzhatMuqlatayn,907,0617IbnTuwayr.NuzhatMuqlatayn.141,False
2839,1,,0617IbnTuwayr.NuzhatMuqlatayn,907,0821Qalqashandi.SubhAcsha.1031,False
2840,2,,0617IbnTuwayr.NuzhatMuqlatayn,907,0617IbnTuwayr.NuzhatMuqlatayn.141,True
37,37,37.0,0588IbnMamun.AkhbarMisr,908,self,False
1980,0,,0588IbnMamun.AkhbarMisr,908,0588IbnMamun.AkhbarMisr.13,False
634,634,683.0,0617IbnTuwayr.NuzhatMuqlatayn,908,self,False
1981,1,,0617IbnTuwayr.NuzhatMuqlatayn,908,0617IbnTuwayr.NuzhatMuqlatayn.144,False
1982,2,,0617IbnTuwayr.NuzhatMuqlatayn,908,0617IbnTuwayr.NuzhatMuqlatayn.144,True
38,38,38.0,0588IbnMamun.AkhbarMisr,920,self,False
3340,0,,0588IbnMamun.AkhbarMisr,920,0588IbnMamun.AkhbarMisr.43,False
39,39,39.0,0588IbnMamun.AkhbarMisr,921,self,False
915,0,,0588IbnMamun.AkhbarMisr,921,0588IbnMamun.AkhbarMisr.43,False
918,3,,0588IbnMamun.AkhbarMisr,921,0588IbnMamun.AkhbarMisr.43,True
323,323,357.0,0692IbnCabdZahir.RawdaBahiyya,921,self,False
917,2,,0692IbnCabdZahir.RawdaBahiyya,921,0845Maqrizi.MusawwadatMawaciz.188,False
40,40,40.0,0588IbnMamun.AkhbarMisr,925,self,False
1925,0,,0588IbnMamun.AkhbarMisr,925,0588IbnMamun.AkhbarMisr.53,False
1927,2,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.207,False
1928,3,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.209,False
1931,6,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.207,True
1932,7,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.254,True
1929,4,,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.208,False
1930,5,,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.287,False
1933,8,,0630IbnAbiTayyi,925,0845Maqrizi.MusawwadatMawaciz.208,True
41,41,41.0,0588IbnMamun.AkhbarMisr,926,self,False
1253,0,,0588IbnMamun.AkhbarMisr,926,0588IbnMamun.AkhbarMisr.53,False
1254,1,,0588IbnMamun.AkhbarMisr,926,0588IbnMamun.AkhbarMisr.53,True
1255,2,,0588IbnMamun.AkhbarMisr,926,0845Maqrizi.MusawwadatMawaciz.254,True
46,46,46.0,0588IbnMamun.AkhbarMisr,931,self,False
2959,0,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.60,False
2960,1,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.87,False
2961,2,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.86,True
2962,3,,0588IbnMamun.AkhbarMisr,931,0845Maqrizi.MusawwadatMawaciz.254,True
47,47,47.0,0588IbnMamun.AkhbarMisr,932,self,False
1495,0,,0588IbnMamun.AkhbarMisr,932,0588IbnMamun.AkhbarMisr.60,False
1496,1,,0588IbnMamun.AkhbarMisr,932,0588IbnMamun.AkhbarMisr.79,False
49,49,49.0,0588IbnMamun.AkhbarMisr,947,self,False
2667,0,,0588IbnMamun.AkhbarMisr,947,0588IbnMamun.AkhbarMisr.96,False
2669,2,,0588IbnMamun.AkhbarMisr,947,0692IbnCabdZahir.RawdaBahiyya.50,False
2670,3,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.210,False
2671,4,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.212,False
2673,6,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.Muqaffa.2752,True
2676,9,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.209,True
646,646,695.0,0617IbnTuwayr.NuzhatMuqlatayn,947,self,False
2668,1,,0617IbnTuwayr.NuzhatMuqlatayn,947,0617IbnTuwayr.NuzhatMuqlatayn.184,False
2672,5,,0617IbnTuwayr.NuzhatMuqlatayn,947,0845Maqrizi.MusawwadatMawaciz.210,False
2674,7,,0692IbnCabdZahir.RawdaBahiyya,947,0845Maqrizi.MusawwadatMawaciz.209,True
2675,8,,0692IbnCabdZahir.RawdaBahiyya,947,0845Maqrizi.MusawwadatMawaciz.211,True
50,50,50.0,0588IbnMamun.AkhbarMisr,948,self,False
1717,0,,0588IbnMamun.AkhbarMisr,948,0588IbnMamun.AkhbarMisr.96,False
1718,1,,0588IbnMamun.AkhbarMisr,948,0588IbnMamun.AkhbarMisr.96,True
1719,2,,0588IbnMamun.AkhbarMisr,948,0845Maqrizi.Muqaffa.2752,True
1720,3,,0588IbnMamun.AkhbarMisr,948,0845Maqrizi.MusawwadatMawaciz.212,True
51,51,51.0,0588IbnMamun.AkhbarMisr,949,self,False
1617,0,,0588IbnMamun.AkhbarMisr,949,0588IbnMamun.AkhbarMisr.96,True
53,53,53.0,0588IbnMamun.AkhbarMisr,951,self,False
910,0,,0588IbnMamun.AkhbarMisr,951,0588IbnMamun.AkhbarMisr.100,False
911,1,,0588IbnMamun.AkhbarMisr,951,0692IbnCabdZahir.RawdaBahiyya.50,False
913,3,,0588IbnMamun.AkhbarMisr,951,0845Maqrizi.MusawwadatMawaciz.212,False
912,2,,0692IbnCabdZahir.RawdaBahiyya,951,0845Maqrizi.MusawwadatMawaciz.217,False
914,4,,0692IbnCabdZahir.RawdaBahiyya,951,0845Maqrizi.MusawwadatMawaciz.211,True
54,54,54.0,0588IbnMamun.AkhbarMisr,952,self,False
1763,0,,0588IbnMamun.AkhbarMisr,952,0588IbnMamun.AkhbarMisr.101,False
1767,4,,0588IbnMamun.AkhbarMisr,952,0845Maqrizi.MusawwadatMawaciz.209,False
1768,5,,0588IbnMamun.AkhbarMisr,952,0588IbnMamun.AkhbarMisr.100,True
1771,8,,0588IbnMamun.AkhbarMisr,952,0845Maqrizi.MusawwadatMawaciz.210,True
647,647,696.0,0617IbnTuwayr.NuzhatMuqlatayn,952,self,False
1764,1,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.192,False
1769,6,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.191,True
1770,7,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.192,True
1772,9,,0617IbnTuwayr.NuzhatMuqlatayn,952,0845Maqrizi.MusawwadatMawaciz.210,True
1765,2,,0692IbnCabdZahir.RawdaBahiyya,952,0845Maqrizi.MusawwadatMawaciz.209,False
1766,3,,0692IbnCabdZahir.RawdaBahiyya,952,0845Maqrizi.MusawwadatMawaciz.211,False
55,55,55.0,0588IbnMamun.AkhbarMisr,971,self,False
3555,0,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.17,False
3556,1,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.38,False
3560,5,,0588IbnMamun.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,False
3561,6,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.16,True
3562,7,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.17,True
3566,11,,0588IbnMamun.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,True
3557,2,,0420Musabbihi.AkhbarMisr,971,0845Maqrizi.ItticazHunafa.226,False
3559,4,,0420Musabbihi.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,False
3565,10,,0420Musabbihi.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,True
3558,3,,0387IbnZulaq,971,0845Maqrizi.MusawwadatMawaciz.330,False
3563,8,,0387IbnZulaq,971,0845Maqrizi.MusawwadatMawaciz.329,True
3564,9,,0387IbnZulaq,971,0845Maqrizi.MusawwadatMawaciz.330,True
56,56,56.0,0588IbnMamun.AkhbarMisr,972,self,False
3024,1,,0588IbnMamun.AkhbarMisr,972,0588IbnMamun.AkhbarMisr.63,True
3027,4,,0588IbnMamun.AkhbarMisr,972,0845Maqrizi.MusawwadatMawaciz.330,True
651,651,700.0,0617IbnTuwayr.NuzhatMuqlatayn,972,self,False
3023,0,,0617IbnTuwayr.NuzhatMuqlatayn,972,0617IbnTuwayr.NuzhatMuqlatayn.262,False
57,57,57.0,0588IbnMamun.AkhbarMisr,973,self,False
3455,0,,0588IbnMamun.AkhbarMisr,973,0588IbnMamun.AkhbarMisr.38,False
652,652,701.0,0617IbnTuwayr.NuzhatMuqlatayn,973,self,False
3459,4,,0617IbnTuwayr.NuzhatMuqlatayn,973,0617IbnTuwayr.NuzhatMuqlatayn.262,True
784,784,833.0,0677IbnMuyassar.AkhbarMisr,973,self,False
3458,3,,0677IbnMuyassar.AkhbarMisr,973,0845Maqrizi.MusawwadatMawaciz.181,False
58,58,58.0,0588IbnMamun.AkhbarMisr,974,self,False
3757,0,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.39,False
3758,1,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.65,False
3759,2,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.67,False
3760,3,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.38,True
59,59,59.0,0588IbnMamun.AkhbarMisr,975,self,False
3492,0,,0588IbnMamun.AkhbarMisr,975,0588IbnMamun.AkhbarMisr.67,False
60,60,60.0,0588IbnMamun.AkhbarMisr,982,self,False
1002,0,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.29,False
1003,1,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.Muqaffa.2752,False
1005,3,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.222,False
1006,4,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.225,False
1007,5,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.252,False
1009,7,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.28,True
1010,8,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.29,True
1011,9,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.43,True
1012,10,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.Muqaffa.2751,True
1013,11,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.Muqaffa.2752,True
1016,14,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.222,True
1017,15,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.251,True
1008,6,,0630IbnAbiTayyi,982,0845Maqrizi.MusawwadatMawaciz.225,False
1018,16,,0630IbnAbiTayyi,982,0845Maqrizi.MusawwadatMawaciz.221,True
61,61,61.0,0588IbnMamun.AkhbarMisr,983,self,False
3036,0,,0588IbnMamun.AkhbarMisr,983,0588IbnMamun.AkhbarMisr.46,False
3039,3,,0588IbnMamun.AkhbarMisr,983,0845Maqrizi.MusawwadatMawaciz.222,True
62,62,62.0,0588IbnMamun.AkhbarMisr,992,self,False
2846,1,,0588IbnMamun.AkhbarMisr,992,0845Maqrizi.MusawwadatMawaciz.288,False
659,659,708.0,0617IbnTuwayr.NuzhatMuqlatayn,992,self,False
2845,0,,0617IbnTuwayr.NuzhatMuqlatayn,992,0617IbnTuwayr.NuzhatMuqlatayn.177,False
63,63,63.0,0588IbnMamun.AkhbarMisr,993,self,False
2499,0,,0588IbnMamun.AkhbarMisr,993,0588IbnMamun.AkhbarMisr.25,False
2500,1,,0588IbnMamun.AkhbarMisr,993,0845Maqrizi.Muqaffa.2751,False
2501,2,,0588IbnMamun.AkhbarMisr,993,0845Maqrizi.MusawwadatMawaciz.288,False
2503,4,,0588IbnMamun.AkhbarMisr,993,0845Maqrizi.MusawwadatMawaciz.288,True
64,64,64.0,0588IbnMamun.AkhbarMisr,994,self,False
3885,0,,0588IbnMamun.AkhbarMisr,994,0588IbnMamun.AkhbarMisr.25,False
3886,1,,0588IbnMamun.AkhbarMisr,994,0588IbnMamun.AkhbarMisr.26,False
3887,2,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.ItticazHunafa.446,False
3888,3,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.Muqaffa.2751,False
3889,4,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.Muqaffa.2752,False
3890,5,,0588IbnMamun.AkhbarMisr,994,0588IbnMamun.AkhbarMisr.25,True
3891,6,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.Muqaffa.2751,True
65,65,65.0,0588IbnMamun.AkhbarMisr,995,self,False
2851,0,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.26,False
2852,1,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.27,False
2853,2,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.ItticazHunafa.446,False
2854,3,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.Muqaffa.2752,False
2856,5,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.25,True
2857,6,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.26,True
2858,7,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.29,True
2859,8,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.Muqaffa.2751,True
2860,9,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.MusawwadatMawaciz.288,True
785,785,834.0,0677IbnMuyassar.AkhbarMisr,995,self,False
2855,4,,0677IbnMuyassar.AkhbarMisr,995,0845Maqrizi.MusawwadatMawaciz.289,False
2861,10,,0677IbnMuyassar.AkhbarMisr,995,0845Maqrizi.MusawwadatMawaciz.289,True
66,66,66.0,0588IbnMamun.AkhbarMisr,996,self,False
2608,0,,0588IbnMamun.AkhbarMisr,996,0588IbnMamun.AkhbarMisr.32,False
2609,1,,0588IbnMamun.AkhbarMisr,996,0845Maqrizi.MusawwadatMawaciz.291,False
786,786,835.0,0677IbnMuyassar.AkhbarMisr,996,self,False
2610,2,,0677IbnMuyassar.AkhbarMisr,996,0845Maqrizi.MusawwadatMawaciz.289,True
67,67,67.0,0588IbnMamun.AkhbarMisr,997,self,False
1561,0,,0588IbnMamun.AkhbarMisr,997,0588IbnMamun.AkhbarMisr.86,False
1562,1,,0588IbnMamun.AkhbarMisr,997,0588IbnMamun.AkhbarMisr.87,False
1564,3,,0588IbnMamun.AkhbarMisr,997,0588IbnMamun.AkhbarMisr.86,True
1565,4,,0588IbnMamun.AkhbarMisr,997,0845Maqrizi.MusawwadatMawaciz.291,True
68,68,68.0,0588IbnMamun.AkhbarMisr,998,self,False
2893,0,,0588IbnMamun.AkhbarMisr,998,0845Maqrizi.MusawwadatMawaciz.294,False
540,540,577.0,0630IbnAbiTayyi,998,self,False
2894,1,,0630IbnAbiTayyi,998,0845Maqrizi.MusawwadatMawaciz.294,False
69,69,69.0,0588IbnMamun.AkhbarMisr,999,self,False
2544,0,,0588IbnMamun.AkhbarMisr,999,0588IbnMamun.AkhbarMisr.102,False
2547,3,,0588IbnMamun.AkhbarMisr,999,0845Maqrizi.MusawwadatMawaciz.294,False
2550,6,,0588IbnMamun.AkhbarMisr,999,0588IbnMamun.AkhbarMisr.101,True
2552,8,,0588IbnMamun.AkhbarMisr,999,0845Maqrizi.MusawwadatMawaciz.291,True
2553,9,,0588IbnMamun.AkhbarMisr,999,0845Maqrizi.MusawwadatMawaciz.294,True
329,329,363.0,0692IbnCabdZahir.RawdaBahiyya,999,self,False
2545,1,,0692IbnCabdZahir.RawdaBahiyya,999,0845Maqrizi.MusawwadatMawaciz.292,False
